surah_number,ayah_number,transliteration_converted
6,159,ʼinna al-laḏina farraqu dinahum wa kanu ciyaɛan lasta minhum fi cayʼin ʼinnama ʼamruhum ʼila Allahi ṯumma yunabbiʼuhum bima kanu yafɛalun.
6,160,Man jaʼa bil-ḥasanati falahu ɛacru ʼamṯaliha wa man jaʼa bis-sayyiʼati fala yujza ʼilla miṯlaha wa hum la yuḏ̣lamun.
6,161,Qul ʼinnani hadani rabbi ʼila ṣiraṭin mustaqimin dinan qiyaman millata ʼibrahima ḥanifan wa ma kana mina al-mucrikin.
6,162,Qul ʼinna ṣalati wa nusuki wa maḥyay wa mamati Lillahi rabbi al-ɛalamin.
6,163,La carika lahu wa biḏalika ʼumirtu wa ʼana ʼawwalu al-muslimin.
6,164,Qul ʼaɣayra Allahi ʼabɣi rabban wa huwa rabbu kulli cayʼin wa la taksibu kullu nafsin ʼilla ɛalayha wa la taziru waziratun wizra ʼuxra ṯumma ʼila rabbikum marjiɛukum fayunabbiʼukum bima kuntum fihi taxtalifun.
6,165,Wa huwa al-laḏi jaɛalakum xalaʼifa al-ʼarḍi wa rafaɛa baɛḍakum fawqa baɛḍin darajatin liyabluwakum fi ma ʼatakum ʼinna rabbaka sariɛu al-ɛiqabi wa ʼinnahu laɣafurun raḥimun.
7,1,ʼalif-lam-mim-ṣad.
7,2,Kitabun ʼunzila ʼilayka fala yakun fi ṣadrika ḥarajun minhu litunḏira bihi wa ḏikra lilmuʼminin.
7,3,Attabiɛu ma ʼunzila ʼilaykum min rabbikum wa la tattabiɛu min dunihi ʼawliyaʼa qalilan ma taḏakkarun.
7,4,Wa kam min qaryatin ʼahlaknaha fajaʼaha baʼsuna bayatan ʼaw hum qaʼilun.
7,5,Fama kana daɛwahum ʼiḏ jaʼahum baʼsuna ʼilla ʼan qalu ʼinna kunna ḏ̣alimin.
7,6,Falanasʼalanna al-laḏina ʼursila ʼilayhim wa lanasʼalanna al-mursalin.
7,7,Falanaquṣṣanna ɛalayhim biɛilmin wa ma kunna ɣaʼibin.
7,8,Wa al-waznu yawmaʼiḏin al-ḥaqqu faman ṯaqulat mawazinuhu faʼulaʼika hum al-mufliḥun.
7,9,Wa man xaffat mawazinuhu faʼulaʼika al-laḏina xasiru ʼanfusahum bima kanu biʼayatina yaḏ̣limun.
7,10,Wa laqad makkannakum fi al-ʼarḍi wa jaɛalna lakum fiha maɛayica qalilan ma tackurun.
7,11,Wa laqad xalaqnakum ṯumma ṣawwarnakum ṯumma qulna lilmalaʼikati asjudu liʼdama fasajadu ʼilla ʼiblisa lam yakun mina as-sajidin.
7,12,Qala ma manaɛaka ʼalla tasjuda ʼiḏ ʼamartuka qala ʼana xayrun minhu xalaqtani min narin wa xalaqtahu min ṭinin.
7,13,Qala fahbiṭ minha fama yakunu laka ʼan tatakabbara fiha faxruj ʼinnaka mina aṣ-ṣaɣirin.
7,14,Qala ʼanḏ̣irni ʼila yawmi yubɛaṯun.
7,15,Qala ʼinnaka mina al-munḏ̣arin.
7,16,Qala fabima ʼaɣwaytani laʼaqɛudanna lahum ṣiraṭaka al-mustaqim.
7,17,Ṯumma laʼatiyannahum min bayni ʼaydihim wa min xalfihim wa ɛan ʼaymanihim wa ɛan camaʼilihim wa la tajidu ʼakṯarahum cakirin.
7,18,Qala axruj minha maḏʼuman madḥuran laman tabiɛaka minhum laʼamlaʼanna jahannama minkum ʼajmaɛin.
7,19,Wa yaʼadamu askun ʼanta wa zawjuka al-jannata fakula min ḥayṯu ciʼtuma wa la taqraba haḏihi ac-cajarata fatakuna mina aḏ̣-ḏ̣alimin.
7,20,Fawaswasa lahuma ac-cayṭanu liyubdiya lahuma ma wuriya ɛanhuma min sawʼatihima wa qala ma nahakuma rabbukuma ɛan haḏihi ac-cajarati ʼilla ʼan takuna malakayni ʼaw takuna mina al-xalidin.
7,21,Wa qasamahuma ʼinni lakuma lamina an-naṣiḥin.
7,22,Fadallahuma biɣururin falamma ḏaqa ac-cajarata badat lahuma sawʼatuhuma wa ṭafiqa yaxṣifani ɛalayhima min waraqi al-jannati wa nadahuma rabbuhuma ʼalam ʼanhakuma ɛan tilkuma ac-cajarati wa ʼaqul lakuma ʼinna ac-cayṭana lakuma ɛaduwun mubinun.
7,23,Qala rabbana ḏ̣alamna ʼanfusana wa ʼin lam taɣfir lana wa tarḥamna lanakunanna mina al-xasirin.
7,24,Qala ahbiṭu baɛḍukum libaɛḍin ɛaduwun wa lakum fi al-ʼarḍi mustaqarrun wa mataɛun ʼila ḥinin.
7,25,Qala fiha taḥyawna wa fiha tamutuna wa minha tuxrajun.
7,26,Ya bani ʼadama qad ʼanzalna ɛalaykum libasan yuwari sawʼatikum wa rican wa libasu at-taqwa ḏalika xayrun ḏalika min ʼaya ti Allahi laɛallahum yaḏḏakkarun.
7,27,Ya bani ʼadama la yaftinannakum ac-cayṭanu kama ʼaxraja ʼabawaykum mina al-jannati yanziɛu ɛanhuma libasahuma liyuriyahuma sawʼatihima ʼinnahu yarakum huwa wa qabiluhu min ḥayṯu la tarawnahum ʼinna jaɛalna ac-caya ṭina ʼawliya ʼa lillaḏina la yuʼminun.
7,28,Wa ʼiḏa faɛalu faḥicatan qalu wajadna ɛalayha ʼabaʼana wa Allahu ʼamarana biha qul ʼinna Allaha la yaʼmuru bil-faḥcaʼi ʼataquluna ɛala Allahi ma la taɛlamun.
7,29,Qul ʼamara rabbi bil-qisṭi wa ʼaqimu wujuhakum ɛinda kulli masjidin wa adɛuhu muxliṣina lahu ad-dina kama badaʼakum taɛudun.
7,30,Fariqan hada wa fariqan ḥaqqa ɛalayhim aḍ-ḍalalatu ʼinnahum attaxaḏu ac-cayaṭina ʼawliyaʼa min duni Allahi wa yaḥsabuna ʼannahum muhtadun.
7,31,Ya bani ʼadama xuḏu zinatakum ɛinda kulli masjidin wa kulu wa acrabu wa la tusrifu ʼinnahu la yuḥibbu al-musrifin.
7,32,Qul man ḥarrama zinata Allahi allati ʼaxraja liɛibadihi wa aṭ-ṭayyibati mina ar-rizqi qul hiya lillaḏina ʼamanu fi al-ḥayati ad-dunya xaliṣatan yawma al-qiyamati kaḏalika nufaṣṣilu al-ʼayati liqawmin yaɛlamun.
7,33,Qul ʼinnama ḥarrama rabbi al-fawaḥica ma ḏ̣ahara minha wa ma baṭana wa al-ʼiṯma wa al-baɣya biɣayri al-ḥaqqi wa ʼan tucriku Billahi ma lam yunazzil bihi sulṭanan wa ʼan taqulu ɛala Allahi ma la taɛlamun.
7,34,Wa likulli ʼummatin ʼajalun faʼiḏa jaʼa ʼajaluhum la yastaʼxiruna saɛatan wa la yastaqdimun.
7,35,Ya bani ʼadama ʼimma yaʼtiyannakum rusulun minkum yaquṣṣuna ɛalaykum ʼaya ti faman attaqa wa ʼaṣlaḥa fala xawfun ɛalayhim wa la hum yaḥzanun.
7,36,Wa al-laḏina kaḏḏabu biʼayatina wa astakbaru ɛanha ʼulaʼika ʼaṣḥabu an-nari hum fiha xalidun.
7,37,Faman ʼaḏ̣lamu mimman aftara ɛala Allahi kaḏiban ʼaw kaḏḏaba biʼayatihi ʼulaʼika yanaluhum naṣibuhum mina al-kitabi ḥatta ʼiḏa jaʼat/hum rusuluna yatawaffawnahum qalu ʼayna ma kuntum tadɛuna min duni Allahi qalu ḍallu ɛanna wa cahidu ɛala ʼanfusihim ʼannahum kanu kafirin.
7,38,Qala adxulu fi ʼumamin qad xalat min qablikum mina al-jinni wa al-ʼinsi fi an-nari kullama daxalat ʼummatun laɛanat ʼuxtaha ḥatta ʼiḏa addaraku fiha jamiɛan qalat ʼuxrahum liʼwlahum rabbana haʼuulaʼ ʼaḍalluna faʼatihim ɛaḏaban ḍiɛfan mina an-nari qala likullin ḍiɛfun wa lakin la taɛlamun.
7,39,Wa qalat ʼulahum liʼxrahum fama kana lakum ɛalayna min faḍlin faḏuqu al-ɛaḏaba bima kuntum taksibun.
7,40,ʼinna al-laḏina kaḏḏabu biʼayatina wa astakbaru ɛanha la tufattaḥu lahum ʼabwabu as-samaʼi wa la yadxuluna al-jannata ḥatta yalija al-jamalu fi sammi al-xiyaṭi wa kaḏalika najzi al-mujrimin.
7,41,Lahum min jahannama mihadun wa min fawqihim ɣawacin wa kaḏalika najzi aḏ̣-ḏ̣alimin.
7,42,Wa al-laḏina ʼamanu wa ɛamilu aṣ-ṣaliḥati la nukallifu nafsan ʼilla wusɛaha ʼulaʼika ʼaṣḥabu al-jannati hum fiha xalidun.
7,43,Wa nazaɛna ma fi ṣudurihim min ɣillin tajri min taḥtihim al-ʼanharu wa qalu al-ḥamdu Lillahi al-laḏi hadana lihaḏa wa ma kunna linahtadiya lawla ʼan hadana Allahu laqad jaʼat rusulu rabbina bil-ḥaqqi wa nudu ʼan tilkum al-jannatu ʼuriṯtumuha bima kuntum taɛmalun.
7,44,Wa nada ʼaṣḥabu al-jannati ʼaṣḥaba an-nari ʼan qad wajadna ma waɛadana rabbuna ḥaqqan fahal wajadtum ma waɛada rabbukum ḥaqqan qalu naɛam faʼaḏḏana muʼaḏḏinun baynahum ʼan laɛnatu Allahi ɛala aḏ̣-ḏ̣alimin.
7,45,Al-laḏina yaṣudduna ɛan sabili Allahi wa yabɣunaha ɛiwajan wa hum bil-ʼaxirati kafirun.
7,46,Wa baynahuma ḥijabun wa ɛala al-ʼaɛraf rijalun yaɛrifuna kullan bisimahum wa nadaw ʼaṣḥaba al-jannati ʼan salamun ɛalaykum lam yadxuluha wa hum yaṭmaɛun.
7,47,Wa ʼiḏa ṣurifat ʼabṣaruhum tilqaʼa ʼaṣḥabi an-nari qalu rabbana la tajɛalna maɛa al-qawmi aḏ̣-ḏ̣alimin.
7,48,Wa nada ʼaṣḥabu al-ʼaɛraf rijalan yaɛrifunahum bisimahum qalu ma ʼaɣna ɛankum jamɛukum wa ma kuntum tastakbirun.
7,49,ʼahaʼuulaʼ al-laḏina ʼaqsamtum la yanaluhum Allahu biraḥmatin adxulu al-jannata la xawfun ɛalaykum wa la ʼantum taḥzanun.
7,50,Wa nada ʼaṣḥabu an-nari ʼaṣḥaba al-jannati ʼan ʼafiḍu ɛalayna mina al-maʼi ʼaw mimma razaqakum Allahu qalu ʼinna Allaha ḥarramahuma ɛala al-kafirin.
7,51,Al-laḏina attaxaḏu dinahum lahwan wa laɛiban wa ɣarrat/hum al-ḥayatu ad-dunya falyawma nansahum kama nasu liqaʼa yawmihim haḏa wa ma kanu biʼayatina yajḥadun.
7,52,Wa laqad jiʼnahum bikitabin faṣṣalnahu ɛala ɛilmin hudan wa raḥmatan liqawmin yuʼminun.
7,53,Hal yanḏ̣uruna ʼilla taʼwilahu yawma yaʼti taʼwiluhu yaqulu al-laḏina nasuhu min qablu qad jaʼat rusulu rabbina bil-ḥaqqi fahal lana min cufaɛaʼa fayacfaɛu lana ʼaw nuraddu fanaɛmala ɣayra al-laḏi kunna naɛmalu qad xasiru ʼanfusahum wa ḍalla ɛanhum ma kanu yaftarun.
7,54,ʼinna rabbakum Allahu al-laḏi xalaqa as-samawati wa al-ʼarḍa fi sittati ʼayyamin ṯumma astawa ɛala al-ɛarci yuɣci al-layla an-nahara yaṭlubuhu ḥaṯiṯan wa ac-camsa wa al-qamara wa an-nujuma musaxxaratin biʼamrihi ʼala lahu al-xalqu wa al-ʼamru tabaraka Allahu rabbu al-ɛalamin.
7,55,Adɛu rabbakum taḍarruɛan wa xufyatan ʼinnahu la yuḥibbu al-muɛtadin.
7,56,Wa la tufsidu fi al-ʼarḍi baɛda ʼiṣlaḥiha wa adɛuhu xawfan wa ṭamaɛan ʼinna raḥmata Allahi qaribun mina al-muḥsinin.
7,57,Wa huwa al-laḏi yursilu ar-riyaḥa bucran bayna yaday raḥmatihi ḥatta ʼiḏa ʼaqallat saḥaban ṯiqalan suqnahu libaladin mayyitin faʼanzalna bihi al-maʼa faʼaxrajna bihi min kulli aṯ-ṯamarati kaḏalika nuxriju al-mawta laɛallakum taḏakkarun.
7,58,Wa al-baladu aṭ-ṭayyibu yaxruju nabatuhu biʼiḏni rabbihi wa al-laḏi xabuṯa la yaxruju ʼilla nakidan kaḏalika nuṣarrifu al-ʼayati liqawmin yackurun.
7,59,Laqad ʼarsalna nuḥan ʼila qawmihi faqala ya qawmi aɛbudu Allaha ma lakum min ʼilahin ɣayruhu ʼinni ʼaxafu ɛalaykum ɛaḏaba yawmin ɛaḏ̣imin.
7,60,Qala al-malaʼu min qawmihi ʼinna lanaraka fi ḍalalin mubinin.
7,61,Qala ya qawmi laysa bi ḍalalatun wa lakinni rasulun min rabbi al-ɛalamin.
7,62,ʼuballiɣukum risalati rabbi wa ʼanṣaḥu lakum wa ʼaɛlamu mina Allahi ma la taɛlamun.
7,63,ʼawaɛajibtum ʼan jaʼakum ḏikrun min rabbikum ɛala rajulin minkum liyunḏirakum wa litattaqu wa laɛallakum turḥamun.
7,64,Fakaḏḏabuhu faʼanjaynahu wa al-laḏina maɛahu fi al-fulki wa ʼaɣraqna al-laḏina kaḏḏabu biʼayatina ʼinnahum kanu qawman ɛamin.
7,65,Wa ʼila ɛadin ʼaxahum hudan qala ya qawmi aɛbudu Allaha ma lakum min ʼilahin ɣayruhu ʼafala tattaqun.
7,66,Qala al-malaʼu al-laḏina kafaru min qawmihi ʼinna lanaraka fi safahatin wa ʼinna lanaḏ̣unnuka mina al-kaḏibin.
7,67,Qala ya qawmi laysa bi safahatun wa lakinni rasulun min rabbi al-ɛalamin.
7,68,ʼuballiɣukum risalati rabbi wa ʼana lakum naṣiḥun ʼaminun.
7,69,ʼawaɛajibtum ʼan jaʼakum ḏikrun min rabbikum ɛala rajulin minkum liyunḏirakum wa aḏkuru ʼiḏ jaɛalakum xulafaʼa min baɛdi qawmi nuḥin wa zadakum fi al-xalqi basṭatan faḏkuru ʼalaʼa Allahi laɛallakum tufliḥun.
7,70,Qalu ʼajiʼtana linaɛbuda Allaha waḥdahu wa naḏara ma kana yaɛbudu ʼabaʼuuna faʼtina bima taɛiduna ʼin kunta mina aṣ-ṣadiqin.
7,71,Qala qad waqaɛa ɛalaykum min rabbikum rijsun wa ɣaḍabun ʼatujadilunani fi ʼasmaʼin sammaytumuha ʼantum wa ʼabaʼuukum ma nazzala Allahu biha min sulṭanin fantaḏ̣iru ʼinni maɛakum mina al-muntaḏ̣irin.
7,72,Faʼanjaynahu wa al-laḏina maɛahu biraḥmatin minna wa qaṭaɛna dabira al-laḏina kaḏḏabu biʼayatina wa ma kanu muʼminin.
7,73,Wa ʼila ṯamuda ʼaxahum ṣaliḥan qala ya qawmi aɛbudu Allaha ma lakum min ʼilahin ɣayruhu qad jaʼatkum bayyinatun min rabbikum haḏihi naqatu Allahi lakum ʼayatan faḏaruha taʼkul fi ʼarḍi Allahi wa la tamassuha bisuʼin fayaʼxuḏakum ɛaḏabun ʼalimun.
7,74,Wa aḏkuru ʼiḏ jaɛalakum xulafaʼa min baɛdi ɛadin wa bawwaʼakum fi al-ʼarḍi tattaxiḏuna min suhuliha quṣuran wa tanḥituna al-jibala buyutan faḏkuru ʼalaʼa Allahi wa la taɛṯaw fi al-ʼarḍi mufsidin.
7,75,Qala al-malaʼu al-laḏina astakbaru min qawmihi lillaḏina astuḍɛifu liman ʼamana minhum ʼataɛlamuna ʼanna ṣaliḥan mursalun min rabbihi qalu ʼinna bima ʼursila bihi muʼminun.
7,76,Qala al-laḏina astakbaru ʼinna bial-laḏi ʼamantum bihi kafirun.
7,77,Faɛaqaru an-naqata wa ɛataw ɛan ʼamri rabbihim wa qalu ya ṣaliḥu aʼtina bima taɛiduna ʼin kunta mina al-mursalin.
7,78,Faʼaxaḏat/hum ar-rajfatu faʼaṣbaḥu fi darihim jaṯimin.
7,79,Fatawalla ɛanhum wa qala ya qawmi laqad ʼablaɣtukum risalata rabbi wa naṣaḥtu lakum wa lakin la tuḥibbuna an-naṣiḥin.
7,80,Wa luṭan ʼiḏ qala liqawmihi ʼataʼtuna al-faḥicata ma sabaqakum biha min ʼaḥadin mina al-ɛalamin.
7,81,ʼinnakum lataʼtuna ar-rijala cahwatan min duni an-nisaʼ bal ʼantum qawmun musrifun.
7,82,Wa ma kana jawaba qawmihi ʼilla ʼan qalu ʼaxrijuhum min qaryatikum ʼinnahum ʼunasun yataṭahharun.
7,83,Faʼanjaynahu wa ʼahlahu ʼilla amraʼatahu kanat mina al-ɣabirin.
7,84,Wa ʼamṭarna ɛalayhim maṭaran fanḏ̣ur kayfa kana ɛaqibatu al-mujrimin.
7,85,Wa ʼila madyana ʼaxahum cuɛayban qala ya qawmi aɛbudu Allaha ma lakum min ʼilahin ɣayruhu qad jaʼatkum bayyinatun min rabbikum faʼawfu al-kayla wa al-mizana wa la tabxasu an-nasa ʼacya ʼahum wa la tufsidu fi al-ʼarḍi baɛda ʼiṣlaḥiha ḏalikum xayrun lakum ʼin kuntum muʼminin.
7,86,Wa la taqɛudu bikulli ṣiraṭin tuɛiduna wa taṣudduna ɛan sabili Allahi man ʼamana bihi wa tabɣunaha ɛiwajan wa aḏkuru ʼiḏ kuntum qalilan fakaṯṯarakum wa anḏ̣uru kayfa kana ɛaqibatu al-mufsidin.
7,87,Wa ʼin kana ṭaʼifatun minkum ʼamanu bial-laḏi ʼursiltu bihi wa ṭaʼifatun lam yuʼminu faṣbiru ḥatta yaḥkuma Allahu baynana wa huwa xayru al-ḥakimin.
7,88,Qala al-malaʼu al-laḏina astakbaru min qawmihi lanuxrijannaka ya cuɛaybu wa al-laḏina ʼamanu maɛaka min qaryatina ʼaw lataɛudunna fi millatina qala ʼawalaw kunna karihin.
7,89,Qad aftarayna ɛala Allahi kaḏiban ʼin ɛudna fi millatikum baɛda ʼiḏ najjana Allahu minha wa ma yakunu lana ʼan naɛuda fiha ʼilla ʼan yacaʼa Allahu rabbuna wasiɛa rabbuna kulla cayʼin ɛilman ɛala Allahi tawakkalna rabbana aftaḥ baynana wa bayna qawmina bil-ḥaqqi wa ʼanta xayru al-fatiḥin.
7,90,Wa qala al-malaʼu al-laḏina kafaru min qawmihi laʼin attabaɛtum cuɛayban ʼinnakum ʼiḏan laxasirun.
7,91,Faʼaxaḏat/hum ar-rajfatu faʼaṣbaḥu fi darihim jaṯimin.
7,92,Al-laḏina kaḏḏabu cuɛayban kaʼan lam yaɣnaw fiha al-laḏina kaḏḏabu cuɛayban kanu hum al-xasirin.
7,93,Fatawalla ɛanhum wa qala ya qawmi laqad ʼablaɣtukum risalati rabbi wa naṣaḥtu lakum fakayfa ʼasa ɛala qawmin kafirin.
7,94,Wa ma ʼarsalna fi qaryatin min nabiyin ʼilla ʼaxaḏna ʼahlaha bil-baʼsaʼi wa aḍ-ḍarraʼi laɛallahum yaḍḍarraɛun.
7,95,Ṯumma baddalna makana as-sayyiʼati al-ḥasanata ḥatta ɛafaw wa qalu qad massa ʼabaʼana aḍ-ḍarraʼu wa as-sarraʼu faʼaxaḏnahum baɣtatan wa hum la yacɛurun.
7,96,Wa law ʼanna ʼahla al-qura ʼamanu wa attaqaw lafataḥna ɛalayhim barakatin mina as-samaʼi wa al-ʼarḍi wa lakin kaḏḏabu faʼaxaḏnahum bima kanu yaksibun.
7,97,ʼafaʼamina ʼahlu al-qura ʼan yaʼtiyahum baʼsuna bayatan wa hum naʼimun.
7,98,ʼawa ʼamina ʼahlu al-qura ʼan yaʼtiyahum baʼsuna ḍuḥan wa hum yalɛabun.
7,99,ʼafaʼaminu makra Allahi fala yaʼmanu makra Allahi ʼilla al-qawmu al-xasirun.
7,100,ʼawalam yahdi lillaḏina yariṯuna al-ʼarḍa min baɛdi ʼahliha ʼan law nacaʼu ʼaṣabnahum biḏunubihim wa naṭbaɛu ɛala qulubihim fahum la yasmaɛun.
7,101,Tilka al-qura naquṣṣu ɛalayka min ʼanbaʼiha wa laqad jaʼat/hum rusuluhum bil-bayyinati fama kanu liyuʼminu bima kaḏḏabu min qablu kaḏalika yaṭbaɛu Allahu ɛala qulubi al-kafirin.
7,102,Wa ma wajadna liʼkṯarihim min ɛahdin wa ʼin wajadna ʼakṯarahum lafasiqin.
7,103,Ṯumma baɛaṯna min baɛdihim musa biʼayatina ʼila firɛawna wa malaʼihi faḏ̣alamu biha fanḏ̣ur kayfa kana ɛaqibatu al-mufsidin.
7,104,Wa qala musa ya firɛawnu ʼinni rasulun min rabbi al-ɛalamin.
7,105,Ḥaqiqun ɛala ʼan la ʼaqula ɛala Allahi ʼilla al-ḥaqqa qad jiʼtukum bibayyinatin min rabbikum faʼarsil maɛi bani ʼisraʼil.
7,106,Qala ʼin kunta jiʼta biʼayatin faʼti biha ʼin kunta mina aṣ-ṣadiqin.
7,107,Faʼalqa ɛaṣahu faʼiḏa hiya ṯuɛbanun mubinun.
7,108,Wa nazaɛa yadahu faʼiḏa hiya bayḍaʼu lilnnaḏ̣irin.
7,109,Qala al-malaʼu min qawmi firɛawna ʼinna haḏa lasaḥirun ɛalimun.
7,110,Yuridu ʼan yuxrijakum min ʼarḍikum famaḏa taʼmurun.
7,111,Qalu ʼarjihi wa ʼaxahu wa ʼarsil fi al-madaʼini ḥacirin.
7,112,Yaʼtuka bikulli saḥirin ɛalimin.
7,113,Wa jaʼa as-saḥaratu firɛawna qalu ʼinna lana laʼajran ʼin kunna naḥnu al-ɣalibin.
7,114,Qala naɛam wa ʼinnakum lamina al-muqarrabin.
7,115,Qalu ya musa ʼimma ʼan tulqiya wa ʼimma ʼan nakuna naḥnu al-mulqin.
7,116,Qala ʼalqu falamma ʼalqaw saḥaru ʼaɛyuna an-nasi wa astarhabuhum wa jaʼu bisiḥrin ɛaḏ̣imin.
7,117,Wa ʼawḥayna ʼila musa ʼan ʼalqi ɛaṣaka faʼiḏa hiya talqafu ma yaʼfikun.
7,118,Fawaqaɛa al-ḥaqqu wa baṭala ma kanu yaɛmalun.
7,119,Faɣulibu hunalika wa anqalabu ṣaɣirin.
7,120,Wa ʼulqiya as-saḥaratu sajidin.
7,121,Qalu ʼamanna birabbi al-ɛalamin.
7,122,Rabbi musa wa harun.
7,123,Qala firɛawnu ʼamantum bihi qabla ʼan ʼaḏana lakum ʼinna haḏa lamakrun makartumuhu fi al-madinati lituxriju minha ʼahlaha fasawfa taɛlamun.
7,124,Laʼuqaṭṭiɛanna ʼaydiyakum wa ʼarjulakum min xilafin ṯumma laʼuṣallibannakum ʼajmaɛin.
7,125,Qalu ʼinna ʼila rabbina munqalibun.
7,126,Wa ma tanqimu minna ʼilla ʼan ʼamanna biʼayati rabbina lamma jaʼatna rabbana ʼafriɣ ɛalayna ṣabran wa tawaffana muslimin.
7,127,Wa qala al-malaʼu min qawmi firɛawna ʼataḏaru musa wa qawmahu liyufsidu fi al-ʼarḍi wa yaḏaraka wa ʼalihataka qala sanuqattilu ʼabnaʼahum wa nastaḥyi nisaʼahum wa ʼinna fawqahum qahirun.
7,128,Qala musa liqawmihi astaɛinu Billahi wa aṣbiru ʼinna al-ʼarḍa Lillahi yuriṯuha man yacaʼu min ɛibadihi wa al-ɛaqibatu lilmuttaqin.
7,129,Qalu ʼuḏina min qabli ʼan taʼtiyana wa min baɛdi ma jiʼtana qala ɛasa rabbukum ʼan yuhlika ɛaduwakum wa yastaxlifakum fi al-ʼarḍi fayanḏ̣ura kayfa taɛmalun.
7,130,Wa laqad ʼaxaḏna ʼala firɛawna bis-sinina wa naqṣin mina aṯ-ṯamarati laɛallahum yaḏḏakkarun.
7,131,Faʼiḏa jaʼat/humu al-ḥasanatu qalu lana haḏihi wa ʼin tuṣibhum sayyiʼatun yaṭṭayyaru bimusa wa man maɛahu ʼala ʼinnama ṭaʼiruhum ɛinda Allahi wa lakinna ʼakṯarahum la yaɛlamun.
7,132,Wa qalu mahma taʼtina bihi min ʼayatin litasḥarana biha fama naḥnu laka bimuʼminin.
7,133,Faʼarsalna ɛalayhimu aṭ-ṭufana wa al-jarada wa al-qummala wa aḍ-ḍafadiɛa wa ad-dama ʼayatin mufaṣṣalatin fastakbaru wa kanu qawman mujrimin.
7,134,Wa lamma waqaɛa ɛalayhim ar-rijzu qalu ya musa adɛu lana rabbaka bima ɛahida ɛindaka laʼin kacafta ɛanna ar-rijza lanuʼminanna laka wa lanursilanna maɛaka bani ʼisraʼil.
7,135,Falamma kacafna ɛanhumu ar-rijza ʼila ʼajalin hum baliɣuhu ʼiḏa hum yankuṯun.
7,136,Fantaqamna minhum faʼaɣraqnahum fi al-yammi biʼannahum kaḏḏabu biʼayatina wa kanu ɛanha ɣafilin.
7,137,Wa ʼawraṯna al-qawma al-laḏina kanu yustaḍɛafuna macariqa al-ʼarḍi wa maɣaribaha allati barakna fiha wa tammat kalimatu rabbika al-ḥusna ɛala bani ʼisraʼila bima ṣabaru wa dammarna ma kana yaṣnaɛu firɛawnu wa qawmuhu wa ma kanu yaɛricun.
7,138,Wa jawazna bibani ʼisraʼila al-baḥra faʼataw ɛala qawmin yaɛkufuna ɛala ʼaṣnamin lahum qalu ya musa ajɛal lana ʼilahan kama lahum ʼalihatun qala ʼinnakum qawmun tajhalun.
7,139,ʼinna haʼuulaʼ mutabbarun ma hum fihi wa baṭilun ma kanu yaɛmalun.
7,140,Qala ʼaɣayra Allahi ʼabɣikum ʼilahan wa huwa faḍḍalakum ɛala al-ɛalamin.
7,141,Wa ʼiḏ ʼanjaynakum min ʼali firɛawna yasumunakum suʼa al-ɛaḏabi yuqattiluna ʼabnaʼakum wa yastaḥyuna nisaʼakum wa fi ḏalikum balaʼun min rabbikum ɛaḏ̣imun.
7,142,Wa waɛadna musa ṯalaṯina laylatan wa ʼatmamnaha biɛacrin fatamma miqatu rabbihi ʼarbaɛina laylatan wa qala musa liʼxihi haruna axlufni fi qawmi wa ʼaṣliḥ wa la tattabiɛ sabila al-mufsidin.
7,143,Wa lamma jaʼa musa limiqatina wa kallamahu rabbuhu qala rabbi ʼarini ʼanḏ̣ur ʼilayka qala lan tarani wa lakin anḏ̣ur ʼila al-jabali faʼin astaqarra makanahu fasawfa tarani falamma tajalla rabbuhu liljabali jaɛalahu dakkan wa xarra musa ṣaɛiqan falamma ʼafaqa qala subḥanaka tubtu ʼilayka wa ʼana ʼawwalu al-muʼminin.
7,144,Qala ya musa ʼinni aṣṭafaytuka ɛala an-nasi birisalati wa bikalami faxuḏ ma ʼataytuka wa kun mina ac-cakirin.
7,145,Wa katabna lahu fi al-ʼalwaḥi min kulli cayʼin mawɛiḏ̣atan wa tafṣilan likulli cayʼin faxuḏ/ha biquwatin wa ʼmur qawmaka yaʼxuḏu biʼaḥsaniha saʼurikum dara al-fasiqin.
7,146,Saʼaṣrifu ɛan ʼayatiya al-laḏina yatakabbaruna fi al-ʼarḍi biɣayri al-ḥaqqi wa ʼin yaraw kulla ʼayatin la yuʼminu biha wa ʼin yaraw sabila ar-rucdi la yattaxiḏuhu sabilan wa ʼin yaraw sabila al-ɣayyi yattaxiḏuhu sabilan ḏalika biʼannahum kaḏḏabu biʼayatina wa kanu ɛanha ɣafilin.
7,147,Wa al-laḏina kaḏḏabu biʼayatina wa liqaʼi al-ʼaxirati ḥabiṭat ʼaɛmaluhum hal yujzawna ʼilla ma kanu yaɛmalun.
7,148,Wa attaxaḏa qawmu musa min baɛdihi min ḥuliyihim ɛijlan jasadan lahu xuwarun ʼalam yaraw ʼannahu la yukallimuhum wa la yahdihim sabilan attaxaḏuhu wa kanu ḏ̣alimin.
7,149,Wa lamma suqiṭa fi ʼaydihim wa raʼaw ʼannahum qad ḍallu qalu laʼin lam yarḥamna rabbuna wa yaɣfir lana lanakunanna mina al-xasirin.
